SCHEM_term	CHEBIID	CHEBI_name
Pyrogallol	16164	pyrogallol
pyrophosphate	18361	diphosphate(4-)
Pyruvaldehyde	17158	methylglyoxal
Pyruvate	15361	pyruvate
Pyruvic acid	32816	pyruvic acid
Quartz	46727	quartz
Quercetagetin	8695	quercetagetin
Quercetin	16243	quercetin
Quinacrine	8711	quinacrine
Quinidine	28593	quinidine
Quinolinic acid	16675	quinolinic acid
Quinpirole	75401	quinpirole
Raffinose	16634	raffinose
Raloxifene	8772	raloxifene
Ramipril	8774	ramipril
Ranitidine	8776	ranitidine
Reactive Nitrogen Species	62764	reactive nitrogen species
Reactive Oxygen Species	26523	reactive oxygen species
Resveratrol	27881	resveratrol
Retinaldehyde	17898	all-trans-retinal
Retinol acetate	32095	retinyl acetate
Riboflavin	57986	riboflavin(1-)
Riboprine	62881	N(6)-(Delta(2)-isopentenyl)adenosine
Ribulose 5-phosphate	37455	ribulose 5-phosphate
Riddelline	63924	riddelliine
Rifampin	28077	rifampicin
Rifamycin	26580	rifamycin
Ritonavir	45409	ritonavir
RNA, Transfer	17843	transfer RNA
Ro 13-7410	75261	arotinoid acid
Ro 31-8220	38912	Ro 31-8220
Roflumilast	47657	roflumilast
Rolipram	104872	rolipram
Ropivacaine	60802	ropivacaine
Rosiglitazone	50122	rosiglitazone
Rosuvastatin	38545	rosuvastatin
Rotenone	28201	rotenone
Rottlerin	8899	rottlerin
Roxithromycin	48935	(E)-roxithromycin
Ruthenium red	34956	ruthenium red
Ryanodine	8925	ryanodine
S-(2,4-Dinitrophenyl)glutathione	8927	S-(2,4-dinitrophenyl)glutathione
S-2-Hydroxybutanedioic acid	30797	(S)-malic acid
S-Acetyldihydrolipoamide	16807	S(6)-acetyldihydrolipoamide
S-Adenosylhomocysteine	16680	S-adenosyl-L-homocysteine
S-Adenosylmethioninamine	15625	S-adenosylmethioninamine
S-Adenosylmethionine	15414	S-adenosyl-L-methionine
S-Farnesylcysteine	62197	S-(2E,6E)-farnesyl-L-cysteine
S-Nitrosoglutathione	50091	S-nitrosoglutathione
S-Succinyldihydrolipoamide	17432	S(8)-succinyldihydrolipoamide
S-Tetradecanoyl-coenzyme A	15532	myristoyl-CoA
Safingol	16566	sphinganine
Salbutamol	2549	albuterol
Salmeterol	9011	salmeterol
Sapropterin	59560	sapropterin
Saquinavir	63621	saquinavir
Sarcosine	57433	sarcosine zwitterion
Saturated fatty acid	26607	saturated fatty acid
Secalciferol	28818	(24R)-24,25-dihydroxycalciol
Selegiline	9086	(-)-selegiline
Selenite	18212	selenite(2-)
Selenium	27568	selenium atom
Selenocysteine	16633	L-selenocysteine
Sepiapterin	16095	sepiapterin
Serine	17822	serine
Serotonin	28790	serotonin
Sertraline	9123	sertraline
Short-chain fatty acid	26666	short-chain fatty acid
Sildenafil	9139	sildenafil
Silibinin	9144	silibinin
Silver	30512	silver atom
Silymarin	9144	silibinin
Simvastatin	9150	simvastatin
Sirolimus	9168	sirolimus
Sirtinol	73158	sirtinol
Sitosterol	27693	sitosterol
Sodium	26708	sodium atom
Sodium arsenite	29678	sodium metaarsenite
Sodium azide	278547	sodium azide
Sodium butyrate	64103	sodium butyrate
Sodium chloride	26710	sodium chloride
Sodium fluoride	28741	sodium fluoride
Sodium glutamate	64220	monosodium glutamate
Sodium Hydroxide	32145	sodium hydroxide
Sodium Lauryl Sulfate	8984	sodium dodecyl sulfate
Sodium nitroprusside	29321	sodium nitroprusside
Sodium phenylbutyrate	75316	sodium phenylbutyrate
Sodium selenite	48843	disodium selenite
Somatostatin	64628	somatostatin
Sorafenib Tosylate	50928	sorafenib tosylate
Sorbic acid	35962	sorbic acid
Sorbinil	102029	sorbinil
Sorbitol	30911	glucitol
Spermidine	16610	spermidine
Spermine	15746	spermine
sphinganine	57817	sphinganine(1+)
sphinganine 1-phosphate	16893	sphinganine 1-phosphate
sphingomyelin	17636	sphingomyelin d18:1
Sphingomyelins	17636	sphingomyelin d18:1
Sphingosine	16393	sphingosine
Sphingosine 1-phosphate	60119	sphingosine 1-phosphate(1-)
Sphingosine-1-phosphate	37550	sphingosine 1-phosphate
Sphingosyl-phosphocholine	52897	sphingosylphosphocholine acid
Spironolactone	9241	spironolactone
Splitomicin	75272	splitomicin
Squalene	15440	squalene
Squalestatin 1	75170	zaragozic acid A
Stanolone	16330	17beta-hydroxy-5alpha-androstan-3-one
statin	35664	hydroxymethylglutaryl-CoA reductase inhibitor
Staurosporine	15738	staurosporine
stearate	25629	stearate
Stearic acid	28842	stearic acid
Stearoyl-coenzyme A	15541	stearoyl-CoA
stearyl-CoA	15541	stearoyl-CoA
Steroid	35341	steroid
Sterol	15889	sterol
Stigmasterol	28824	phytosterol
Straight-chain fatty acid	59202	straight-chain fatty acid
Streptomycin	17076	streptomycin
Streptozocin	9288	streptozocin
Strontium	33324	strontium atom
Suberoylanilide hydroxamic acid	45716	vorinostat
Succinic acid	15741	succinic acid
Succinyl-CoA	15380	succinyl-CoA
Succinyl-coenzyme A	15380	succinyl-CoA
Sucrose	17992	sucrose
Sufentanil	9316	sufentanil
Sugar phosphate	33447	phospho sugar
Sulfamethazine	102265	sulfamethazine
Sulfasalazine	9334	sulfasalazine
sulfatide	18318	galactosylceramide sulfate
Sulforafan	47807	sulforaphane
Sulindac	9352	sulindac
Sulindac sulfide	75408	sulindac sulfide
Sulindac sulfone	64212	sulindac sulfone
Sulpiride	32168	sulpiride
Sumatriptan	10650	sumatriptan
Sunitinib	38940	sunitinib
Suramin	45906	suramin
Swainsonine	9367	swainsonine
Tacrine	45980	tacrine
Tacrolimus	61049	tacrolimus (anhydrous)
Tadalafil	71940	tadalafil
Tamoxifen	41774	tamoxifen
Tannic acid	75211	tannic acid
Taurine	15891	taurine
Taurochenodeoxycholic acid	16525	taurochenodeoxycholic acid
Taurocholic acid	28865	taurocholic acid
Taurolithocholic acid 3-sulfate	17864	taurolithocholic acid sulfate
Taxane	36064	taxane
Tazarotene	32184	tazarotene
Telmisartan	9434	telmisartan
TEMPO	32849	TEMPO
Terazosin	9445	terazosin
tert-Butylhydroperoxide	64090	tert-butyl hydroperoxide
TES	44356	N-tris(hydroxymethyl)methyl-2-aminoethanesulfonic acid
Testosterone	17347	testosterone
Tetracaine	9468	tetracaine
Tetrachlorodibenzodioxin	28119	2,3,7,8-tetrachlorodibenzodioxine
Tetracycline	27902	tetracycline
Tetradecanoylphorbol acetate	37537	phorbol 13-acetate 12-myristate
Tetraethylammonium	44296	tetraethylammonium
Tetrahydrocortisol	28320	tetrahydrocortisol
Tetrahydrofolic acid	20506	5,6,7,8-tetrahydrofolic acid
Tetrahydrofolyl-[Glu](n)	28624	tetrahydrofolyl-poly(glutamic acid) macromolecule
Tetrodotoxin	9506	tetrodotoxin
Thalidomide	9513	thalidomide
Thapsigargin	9516	thapsigargin
Theobromine	28946	theobromine
Theophylline	28177	theophylline
Thiabendazole	45979	thiabendazole
Thiamine	18385	thiamine(1+)
Thiazolidine	38333	thiazolidine
Thioacetamide	32497	thioacetamide
Thioctic acid	30314	(R)-lipoic acid
Thiocyanate	18022	thiocyanate
Thiodiglycol	75184	thiodiglycol
Thioguanine	9555	tioguanine
Thiomalic acid	38705	thiomalic acid
Thiophane	48458	tetrahydrothiophene
Thioredoxin	15033	thioredoxin
Threonine	16857	L-threonine
Thromboxane	26995	thromboxane
Thromboxane A2	15627	thromboxane A2
Thromboxane B2	28728	thromboxane B2
Thymidine	17748	thymidine
Thymidine 5'-triphosphate	18077	dTTP
Thymine	17821	thymine
Thyroid hormones	60311	thyroid hormone
Titanium	33341	titanium atom
Titanium dioxide	32234	titanium dioxide
Tolbutamide	27999	tolbutamide
Tolcapone	63630	tolcapone
Toluene	17578	toluene
Topotecan	63632	topotecan
Toremifene	9635	toremifene
Tosylphenylalanyl chloromethyl ketone	9642	N-tosyl-L-phenylalanyl chloromethyl ketone
trans,cis-Lauro-2,6-dienoyl-CoA	28387	(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA
trans-Dec-2-enoyl-CoA	10723	trans-dec-2-enoyl-CoA
trans-Hex-2-enoyl-CoA	28706	trans-hex-2-enoyl-CoA
trans-Hexadec-2-enoyl-CoA	28935	(E)-hexadec-2-enoyl-CoA
trans-Oct-2-enoyl-CoA	27537	trans-oct-2-enoyl-CoA
Trans-resveratrol	45713	trans-resveratrol
trans-Tetradec-2-enoyl-CoA	27721	trans-tetradec-2-enoyl-CoA
Tranylcypromine	9652	tranylcypromine
Trazodone	9654	trazodone
Trehalose	16551	alpha,alpha-trehalose
Tretinoin	15367	all-trans-retinoic acid
Triacylglycerol	17855	triglyceride
Triamcinolone	9667	triamcinolone
Triazole	38597	triazole
Trichloromethyl radical	30737	trichloromethyl(.)
Trichostatin A	46024	trichostatin A
Triclosan	164200	triclosan
Trifluoperazine	45951	trifluoperazine
Trilostane	32260	trilostane
Trimethylenediamine	15725	trimethylenediamine
Trimethyloxamine	15724	trimethylamine N-oxide
Trimethylsulfonium	17434	trimethylsulfonium
Trinitrobenzenesulfonic acid	53506	2,4,5-trinitrobenzenesulfonic acid
Triolein	53753	triolein
Tripterine	63959	celastrol
Triptorelin	63633	triptorelin
Triterpenoid	36615	triterpenoid
Troglitazone	9753	troglitazone
Tryptamine	16765	tryptamine
Tryptophan	16828	L-tryptophan
Tubocurarine	9774	tubocurarine
Tungsten	27998	tungsten atom
Tunicamycin	29699	tunicamycin
Tyramine	15760	tyramine
Tyrosine	18186	tyrosine
Tyrosine kinase inhibitor	38637	tyrosine kinase inhibitor
Tyrphostin AG 1478	75404	tyrphostin AG 1478
Tyrphostin AG 825	75405	tyrphostin AG 825
U0126	64208	(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile
Ubidecarenone	46245	coenzyme Q10
Ubiquinol-10	64183	ubiquinol-10
Ubiquinone	46245	coenzyme Q10
UDP-D-galactose	18307	UDP-D-galactose
UDP-N-acetyl-D-galactosamine	57847	UDP-N-acetyl-D-galactosamine(2-)
UDPglucose	18066	UDP-D-glucose
UDPglucuronate	17200	UDP-alpha-D-glucuronic acid
unsaturated Fatty acid	27208	unsaturated fatty acid
Uracil	17568	uracil
Urea	16199	urea
Urethane	17967	urethane
Uric acid	27226	uric acid
Uridine	16704	uridine
Uridine diphosphate	17659	UDP
Uridine diphosphate glucuronic acid	17200	UDP-alpha-D-glucuronic acid
Uridine monophosphate	16695	UMP
Uridine triphosphate	15713	UTP
Uroporphyrin I	27484	uroporphyrin I
Ursodiol	9907	ursodeoxycholic acid
Ursolic acid	9908	ursolic acid
Usnic acid	38319	usnic acid
Valdecoxib	63634	valdecoxib
Valine	16414	L-valine
Valproate Sodium	9925	sodium valproate
Valproic acid	39867	valproic acid
Valsartan	9927	valsartan
Vanadate	46442	vanadate(3-)
Vanadium	27698	vanadium atom
Vanadyl sulfate	33146	vanadyl sulfate
Vasopressin	9937	vasopressin
Vasopressin (arginine form)	34543	argipressin
Verapamil	9948	verapamil
Very long-chain fatty acid	27283	very long-chain fatty acid
Vigabatrin	63638	vigabatrin
Vinblastine	27375	vincaleukoblastine
Vincristine	28445	vincristine
Vinorelbine	480999	vinorelbine
Vinyl carbamate	27292	vinyl carbamate
Vinyl chloride	28509	chloroethene
Vitamin A	12777	vitamin A
Vitamin D	27300	vitamin D
Vitamin D3	28940	calciol
Vitamin E	18145	(+)-alpha-tocopherol
Vitamin K	28384	vitamin K
Vitamin K2	16374	menaquinone
Voriconazole	10023	voriconazole
Warfarin	10033	warfarin
Water	15377	water
Wax ester	10036	wax ester
Wogonin	10043	wogonin
Wortmannin	52289	wortmannin
WR 1065	72583	WR-1065
Xanthine	17712	9H-xanthine
Xanthophyll	28838	lutein
Xanthosine	18107	xanthosine
xenobiotic	35703	xenobiotic
Ximelagatran	65172	ximelagatran
Xylene	27338	xylene
Xylitol	17151	xylitol
Xylulose	27353	xylulose
Y 27632	75393	Y-27632
Y-27632	75393	Y-27632
Zalcitabine	10101	zalcitabine
Zardaverine	46548	zardaverine
ZD6474	49960	vandetanib
Zebularine	46563	2'-deoxyzebularine 5'-phosphate
Zidovudine	10110	zidovudine
Zinc	30185	zinc(0)
Zinc chloride	49976	zinc dichloride
Zinc protoporphyrin	28783	zinc protoporphyrin
Zinc sulfate	35176	zinc sulfate
Zinc, ion (Zn2+)	29105	zinc(2+)
Zymosan	37671	(1->3)-beta-D-glucan
Zymostenol	16608	5alpha-cholest-8-en-3beta-ol
Zymosterol	18252	zymosterol
Zymosterone	52386	zymosterol intermediate 2
