#[Header]										
#Keyword=SCHEM										
#NameString=Selventa Legacy Chemical Names										
#DomainString=Chemical										
#SpeciesString=all										
#DescriptionString=Selventa names for chemicals, drugs, and other molecule abundances. It is not recommended that new BEL Documents include reference to any of these legacy namespaces.										
#VersionString=20140225										
#[Values]										
ID	ALTIDS	LABEL	SYNONYMS	DESCRIPTION	TYPE	SPECIES	XREF	OBSOLETE	PARENTS	CHILDREN
A0953		Dextran 40			A		CHEBI:52071			
A0954		Dextrorphan			A		CHEBI:29133			
A0955		Dextrose			A		CHEBI:17634			
A0956		Diacerein			A		MESHC:C025292			
A0957		Diacylglycerol			A		CHEBI:18035			
A0958		Diallyl trisulfide			A		MESHC:C042577			
A0959		Diamide			A		CHEBI:48958			
A0960		Diazepam			A		CHEBI:49575			
A0961		Diazinon			A		CHEBI:34682			
A0962		Diazoxide			A		CHEBI:4495			
A0963		Dibenzoylmethane			A		CHEBI:75417			
A0964		"Dibutyryl cyclic-3',5'-cytidine monophosphate"			A		MESHC:C053441			
A0965		Dichlororibofuranosylbenzimidazole			A		MESHC:D004004			
A0966		Diclofenac			A		CHEBI:47381			
A0967		Dicumarol			A		CHEBI:4513			
A0968		Diepoxyeicosadienoate			A					
A0969		Diepoxyoctadecanoate			A					
A0970		Diesel exhaust			A					
A0971		Diesel exhaust extract			A					
A0972		Diesel exhaust particles			A					
A0973		Dietary Cholesterol			A		MESHC:D002791			
A0974		Dietary Lipid			A					
A0975		Diethyl maleate			A		CHEBI:68508			
A0976		Diethyl pyrocarbonate			A		CHEBI:59051			
A0977		Diethyl sulfide			A		CHEBI:27710			
A0978		Diethylene glycol			A		CHEBI:46807			
A0979		Diethylhexyl phthalate			A		CHEBI:17747			
A0980		Diethylnitrosamine			A		CHEBI:34873			
A0981		Diethylstilbestrol			A		CHEBI:41922			
A0982		Diglycidyl ether			A					
A0983		Digoxin			A		CHEBI:4551			
A0984		Dihydro-beta-erythroidine			A		MESHC:D004079			
A0985		Dihydrocapsaicin			A		CHEBI:46932			
A0986		Dihydrofolate			A		CHEBI:67014			
A0987		Dihydrolipoamide			A		CHEBI:17694			
A0988		Dihydrosphingosine 1-phosphate			A		CHEBI:16893			
A0989		Dihydrouracil			A		CHEBI:15901			
A0990		Dihydroxyacetone phosphate			A		CHEBI:16108			
A0991		Dihydroxyeicosatrienoate			A					
A0992		Dihydroxyphenylethylene glycol			A		CHEBI:1387			
A0993		Dimaprit			A		MESHC:D017259			
A0994		Dimethyl n-propyl sulfide			A					
A0995		Dimethyl succinate			A		MESHC:C056451			
A0996		Dimethyl sulfide			A		CHEBI:17437			
A0997		Dimethyl sulfoxide			A		CHEBI:28262			
A0998		Dimethylformamide			A		CHEBI:17741			
A0999		Dimethylglycine			A		CHEBI:17724			
A1000		Dimethylnitrosamine			A		CHEBI:35807			
A1001		Dimethyltelluride			A		CHEBI:4613			
A1002		Dinitrochlorobenzene			A		CHEBI:34718			
A1003		Dinitrosyl iron complex			A		MESHC:C073661			
A1004		Dinoprost			A		CHEBI:15553			
A1005		Dinoprostone			A		CHEBI:15551			
A1006		Diosgenin			A		CHEBI:4629			
A1007		Diphenhydramine			A		CHEBI:4636			
A1008		"Diphenylamine-2,2'-dicarboxylic acid"			A					
A1009		Diphenyleneiodonium			A		MESHC:C007517			
A1010		Diphenylguanidine			A		MESHC:C027773			
A1011		Diphenyliodonium			A		MESHC:C031291			
A1012		Diphosphate			A		CHEBI:18361			
A1013		Dipyridamole			A		CHEBI:4653			
A1014		Diquat			A		CHEBI:64163			
A1015		Discodermolide			A		MESHC:C071229			
A1016		Discoidal-HDL			A					
A1017		Disulfiram			A		CHEBI:4659			
A1018		Dithiothreitol			A		CHEBI:18320			
A1019		Dizocilpine			A					
A1020		Dizocilpine maleate			A		MESHC:D016291			
A1021		Dobutamine			A		CHEBI:4670			
A1022		Docebenone			A		CHEBI:2340			
A1023		Docetaxel			A		CHEBI:4672			
A1024		Docosahexaenoic acid			A		CHEBI:36005			
A1025		Dolichol			A		CHEBI:16091			
A1026		Dopamine			A		CHEBI:18243			
A1027		Dopamine quinone			A		MESHC:C104705			
A1028		Dorzolamide			A		CHEBI:4702			
A1029		Doxazosin			A		CHEBI:4708			
A1030		Doxorubicin			A		CHEBI:28748			
A1031		Doxycycline			A		CHEBI:50845			
A1032		Droloxifene			A		MESHC:C038345			
A1033		Dronabinol			A		CHEBI:66964			
A1034		Dutasteride			A		CHEBI:521033			
A1035		Dynactin			A		MESHC:C072084			
A1036		Dynorphins			A		MESHC:D004399			
A1037		E 64			A		CHEBI:30270			
A1038		EB 1089			A					
A1039		EGFR inhibitor			A		CHEBI:74440			
A1040		EPTC			A		MESHC:C036251			
A1041		EUK 134			A					
A1042		Ebselen			A		MESHC:C042986			
A1043		Echistatin			A		MESHC:C057986			
A1044		Eckol			A		CHEBI:65819			
A1045		Ecteinascidin 743			A					
A1046		Edetic acid			A		CHEBI:42191			
A1047		Efaroxan			A		MESHC:C062597			
A1048		Eflornithine			A		CHEBI:41948			
A1049		Efrapeptin			A		MESHC:C012953			
A1050		Eicosanoid			A		CHEBI:23899			
A1051		Eicosapentaenoic acid			A		CHEBI:36006			
A1052		Eicosapentaenoyl-3-ketoacyl-CoA			A					
A1053		Eicosapentaenoyl-CoA			A					
A1054		"Eicosatetraenoic acid, 12-hydroxy-"			A					
A1055		"Eicosatetraenoic acid, 15-hydroxy-"			A					
A1056		Eicosatetraynoic acid			A					
A1057		Eicosatrienoic Acid			A		CHEBI:36036			
A1058		Elastase			A		MESHC:D010196			
A1059		Elastin			A		MESHC:D004549			
A1060		"Elastin, hydrolyzed"			A					
A1061		Ellipticine			A		MESHC:C034192			
A1062		Emetine			A		CHEBI:4781			
A1063		Emodin			A		CHEBI:42223			
A1064		Enalapril			A		CHEBI:4784			
A1065		Enalaprilat			A		CHEBI:4786			
A1066		Endostatin			A		MESHC:D043169			
A1067		Endothelin			A		MESHC:D016232			
A1068		Endothelin-1			A		MESHC:D019332			
A1069		Endotoxin			A		MESHC:D004731			
A1070		"Enkephalin, ala(2)-mephe(4)-gly(5)-"			A		MESHC:D020875			
A1071		Entacapone			A		CHEBI:4798			
A1072		Enterotoxin			A		MESHC:D004768			
A1073		"Enterotoxin B, staphylococcal"			A		MESHC:C031818			
A1074		Enzastaurin Hydrochloride			A					
A1075		Eosine I bluish			A		MESHC:D010697			
A1076		Epalrestat			A		MESHC:C038131			
A1077		Epicatechin gallate			A		MESHC:C062669			
A1078		Epigallocatechin gallate			A		MESHC:C045651			
A1079		Epinephrine			A		CHEBI:28918			
A1080		Epirubicin			A		CHEBI:47898			
A1081		Epoprostenol			A		CHEBI:15552			
A1082		Epoxomicin			A		CHEBI:42265			
A1083		Epoxyeicosatrienoate			A					
A1084		Epstein-Barr Virus			A					
A1085		Eptifibatide			A		CHEBI:291902			
A1086		Equilin sulfate			A		MESHC:C037875			
A1087		Erdosteine			A		MESHC:C048498			
A1088		Ergocalciferol			A		CHEBI:28934			
A1089		Ergosterol			A		CHEBI:16933			
A1090		Erlotinib			A		CHEBI:114785			
A1091		Erythromycin			A		CHEBI:48923			
A1092		Erythropoietin			A		MESHC:D004921			
A1093		Escherichia coli lipopolysaccharide			A					
A1094		Esterified Pseudolaric acid B			A					
A1095		"Estra-1,3,5(10)-trien-17-one, 3,16-dihydroxy-, (16alpha)-"			A					
A1096		Estradiol			A		CHEBI:23965			
A1097		Estradiol benzoate			A		MESHC:C074283			
A1098		Estradiol dipropionate			A		MESHC:C023482			
A1099		Estradiol sulfate			A		MESHC:C031555			
A1100		Estradiol-17beta			A		CHEBI:16469			
A1101		Estradiol-17beta-glucuronide			A		CHEBI:791			
A1102		Estriol			A		CHEBI:27974			
A1103		Estrogens			A		CHEBI:50114			
A1104		Estrone			A		CHEBI:17263			
A1105		Estrone 3-sulfate			A		CHEBI:17474			
A1106		Estrone estrone hydrogen sulfate			A					
A1107		Ethacrynic acid			A		CHEBI:4876			
A1108		Ethane			A		CHEBI:42266			
A1109		Ethanol			A		CHEBI:16236			
A1110		Ethinyl estradiol			A		CHEBI:4903			
A1111		Ethoxyquin			A		MESHC:D005015			
A1112		Ethyl 4-isothiocyanatobutanoate			A		MESHC:C082832			
A1113		Ethyl pyruvate			A		MESHC:C046522			
A1114		Ethyl vinyl sulfide			A		MESHC:C098991			
A1115		Ethyl-2-hydroxyamino-5-nitro-3-hexeneamide			A					
A1116		Ethylene			A		CHEBI:18153			
A1117		Ethylene glycol			A		CHEBI:30742			
A1118		Ethylene oxide			A		CHEBI:27561			
A1119		Ethylisopropylamiloride			A		MESHC:C039614			
A1120		Ethylmaleimide			A		CHEBI:44485			
A1121		Ethylnitrosourea			A		MESHC:D005038			
A1122		Ethylphenylpropiolate			A		MESHC:C015202			
A1123		Etidronate Disodium			A					
A1124		Etodolac			A		CHEBI:4909			
A1125		Etomoxir			A		MESHC:C054207			
A1126		Etoposide			A		CHEBI:4911			
A1127		Etoricoxib			A		CHEBI:6339			
A1128		Etretinate			A		CHEBI:4913			
A1129		Eugenol			A		CHEBI:4917			
A1130		Everolimus			A		CHEBI:68478			
A1131		Exemestane			A		CHEBI:4953			
A1132		Exendin-4			A		CHEBI:64073			
A1133		Exisulind			A		CHEBI:64212			
A1134		Exotoxin-A			A					
A1135		Extract of grape leaf			A					
A1136		F 11782			A					
A1137		F2 isoprostane			A		MESHC:D028441			
A1138		FG 9041			A		MESHC:C056723			
A1139		FK 706			A		MESHC:C109799			
A1140		FK 838			A		MESHC:C102861			
A1141		FMLP			A		CHEBI:53490			
A1142		FMN			A		CHEBI:17621			
A1143		FR 901228			A					
A1144		FSH			A					
A1145		Factor X			A		MESHC:D005170			
A1146		Factor XIII			A		MESHC:D005176			
A1147		Factor iia			A		MESHC:C025337			
A1148		Fadrozole			A		MESHC:D017316			
A1149		Famotidine			A		CHEBI:4975			
A1150		Farnesol			A		CHEBI:28600			
A1151		Farnesyl pyrophosphate			A		CHEBI:17407			
A1152		Fatty acids			A		CHEBI:35366			
A1153		"Fatty acids, castor-oil, caustic-oxidized, distn. residues, compdswith amides from C18-unsatd. fatty acid dimers and polyhexamethylenepolyamines"			A					
A1154		"Fatty acids, dehydrated castor-oil, polymers with isophthalic acid,Me methacrylate, phthalic anhydride, styrene, tall-oil fatty acids and trimethylolethane"			A					
A1155		"Fatty acids, olive-oil, oleyl esters"			A					
A1156		Fatty acyl CoA			A		CHEBI:37554			
A1157		Fenclonine			A		MESHC:D010134			
A1158		Fenfluramine			A		CHEBI:5000			
A1159		Fenofibrate			A		CHEBI:5001			
A1160		Fenofibrate ester			A					
A1161		Fenofibric acid			A		MESHC:C006012			
A1162		Fenoldopam			A		CHEBI:5002			
A1163		Fenoldopam mesylate			A					
A1164		Fenretinide			A		CHEBI:42588			
A1165		Ferric ammonium citrate			A		CHEBI:31604			
A1166		Ferric sulfate			A		CHEBI:53438			
A1167		Ferric-N-(3-phenylglutaryl)desferrioxamine B			A		MESHC:C069592			
A1168		Ferritin			A		MESHC:D005293			
A1169		Fetuins			A		MESHC:D060748			
A1170		Fibrin			A		MESHC:D005337			
A1171		Fibrinogen			A		MESHC:D005340			
A1172		Fibrinolysin (human)			A					
A1173		Fibrinopeptide A			A		MESHC:D005344			
A1174		Fibrinopeptide B			A		MESHC:D005345			
A1175		Fibroblast growth factor			A		MESHC:D005346			
A1176		Fibronectin (human protein moiety reduced)			A					
A1177		Fibronectins			A		MESHC:D005353			
A1178		Filipin			A		MESHC:D005372			
A1179		Finasteride			A		CHEBI:5062			
A1180		Fisetin			A		CHEBI:42567			
A1181		Flagellin			A		MESHC:D005408			
A1182		Flavin adenin dinucleotide			A					
A1183		Flavonoid			A		CHEBI:47916			
A1184		Flavopiridol			A		MESHC:C077990			
A1185		Flavoprotein			A		CHEBI:5086			
A1186		Floxuridine			A		CHEBI:60761			
A1187		Flt4 protein			A		MESHC:D040321			
A1188		Fluasterone			A		MESHC:C106219			
A1189		Fluconazole			A		CHEBI:46081			
A1190		Fludarabine			A		MESHC:C024352			
A1191		Fluocinolone acetonide			A		MESHC:D005446			
A1192		Fluoride			A		CHEBI:17051			
A1193		Fluorouracil			A		CHEBI:46345			
A1194		Fluoxetine			A		CHEBI:5118			
A1195		Flurbiprofen			A		CHEBI:5130			
A1196		Flurithromycin			A		MESHC:C045925			
A1197		Flutamide			A		CHEBI:5132			
A1198		Fluticasone			A		CHEBI:5134			
A1199		Fluticasone propionate			A		CHEBI:31441			
A1200		Fluvastatin			A		CHEBI:38562			
A1201		Folic acid			A		CHEBI:27470			
A1202		Formaldehyde			A		CHEBI:16842			
A1203		Formate			A		CHEBI:15740			
A1204		Formestane			A		CHEBI:75172			
A1205		"Formic acid, ion(1-)"			A		CHEBI:15740			
A1206		Formoterol			A		CHEBI:5147			
A1207		Formycin B			A		CHEBI:42654			
A1208		Formyl-L-methionyl peptide			A					
A1209		Formyl-coenzyme A			A		CHEBI:15522			
A1210		Freund's adjuvant			A		MESHC:D005620			
A1211		Fructosamine			A		CHEBI:24103			
A1212		Fructose			A		CHEBI:28757			
A1213		"Fructose 2,6-diphosphate"			A		MESHC:C027652			
A1214		Fructose-1-phosphate			A		MESHC:C032284			
A1215		Fructose-6-phosphate			A		CHEBI:15946			
A1216		Fty 720			A					
A1217		Fucoidan			A		MESHC:C007789			
A1218		Fucose			A		CHEBI:33984			
A1219		Fulvestrant			A		CHEBI:31638			
A1220		Fumagillin			A		CHEBI:48635			
A1221		Fumonisin B1			A		CHEBI:38221			
A1222		Furosemide			A		CHEBI:47426			
A1223		G1254023X			A					
A1224		GDP			A		CHEBI:17552			
A1225		GDPmannose			A		CHEBI:15820			
A1226		GF 109203X			A					
A1227		GF248			A					
A1228		GGTI 298			A		MESHC:C102521			
A1229		GLUT4 storage vesicle			A					
A1230		GM3			A		CHEBI:15681			
A1231		GP 1-515			A		MESHC:C087698			
A1232		GR 79236			A					
A1233		GSK3 inhibitor			A					
A1234		GSK4716			A					
A1235		GTP			A		CHEBI:15996			
A1236		GW 2433			A		MESHC:C110636			
A1237		GW0742			A		MESHC:C479979			
A1238		GW2331			A		MESHC:C105715			
A1239		GW3965			A		MESHC:C473027			
A1240		GW4064			A		MESHC:C412815			
A1241		GW501516			A		CHEBI:73726			
A1242		GW7845			A		MESHC:C401311			
A1243		Gabapentin			A		CHEBI:42797			
A1244		Gadolinium			A		CHEBI:33375			
A1245		Galactosamine			A		CHEBI:24156			
A1246		Galactosamine 1-phosphate			A		MESHC:C079528			
A1247		Galactose			A		CHEBI:28260			
A1248		Galactose-1-phosphate			A		CHEBI:17973			
A1249		Galactosylceramide			A		CHEBI:36498			
A1250		Galacturonic acid			A		CHEBI:33830			
A1251		Galangin			A		CHEBI:5262			
A1252		Gallium nitrate			A		MESHC:C027235			
A1253		Gamma-aminobutyric acid			A		CHEBI:16865			
A1254		Gamolenic acid			A		CHEBI:28661			
A1255		Ganciclovir			A		CHEBI:465284			
A1256		Ganglioside			A		CHEBI:28892			
A1257		"Ganglioside, GD3"			A		MESHC:C026226			
A1258		Garcinol			A		MESHC:C054597			
A1259		Gastrin			A		CHEBI:75436			
A1260		Gefitinib			A		CHEBI:49668			
A1261		Gelatin			A		MESHC:D005780			
A1262		Geldanamycin			A		CHEBI:5292			
A1263		Gemcitabine			A		CHEBI:175901			
A1264		Gemfibrozil			A		CHEBI:5296			
A1265		Genistein			A		CHEBI:28088			
A1266		Gentamicin			A		CHEBI:17833			
A1267		Geraniol			A		CHEBI:17447			
A1268		Geranyl diphosphate			A		CHEBI:17211			
A1269		Geranylgeraniol			A		CHEBI:24229			
A1270		Geranylgeranyl pyrophosphate			A		CHEBI:48861			
A1271		Geranylgeranylacetone			A		MESHC:C031049			
A1272		Geranylgeranylcysteine			A		MESHC:C065977			
A1273		Gestodene			A		MESHC:C033273			
A1274		Ginkgolide B			A		MESHC:C045856			
A1275		Ginsenoside			A		CHEBI:74978			
A1276		Glatiramer acetate			A		MESHC:C089995			
A1277		Glaucine			A		MESHC:C005004			
A1278		Gliadin			A		MESHC:D005903			
A1279		Gliotoxin			A		CHEBI:5385			
A1280		"Globulins, blood plasma"			A					
A1281		"Globulins, gamma-"			A					
A1282		Glucagon			A		CHEBI:5391			
A1283		Glucagon-like peptide 1			A		MESHC:D052216			
A1284		Glucan			A		CHEBI:37163			
A1285		Glucocorticoid			A		CHEBI:24261			
A1286		Glucosamine			A		CHEBI:5417			
A1287		Glucosamine 6-phosphate			A		CHEBI:15873			
A1288		"Glucose-1,6-bisphosphate"			A		MESHC:C016473			
A1289		Glucose-6-phosphate			A		MESHC:D019298			
A1290		Glucuronic acid			A		CHEBI:24298			
A1291		Glut4 vesicle fusion			A					
A1292		Glutamine			A		CHEBI:28300			
A1293		Glutaric acid			A		CHEBI:17859			
A1294		Glutathione			A		CHEBI:16856			
A1295		Glutathione diethyl ester			A		MESHC:C083627			
A1296		Glyburide			A		CHEBI:5441			
A1297		Glycated Low Density Lipoprotein			A					
A1298		Glyceraldehyde			A		CHEBI:5445			
A1299		Glyceraldehyde 3-phosphate			A		CHEBI:17138			
A1300		"Glycerate 1,3-biphosphate"			A		MESHC:C015891			
A1301		Glyceride			A		CHEBI:47778			
A1302		Glycerin			A		CHEBI:17754			
A1303		Glycerol			A		CHEBI:17754			
A1304		Glycerol-3-phosphate			A		CHEBI:15978			
A1305		"Glycerophosphoinositol 4,5-bisphosphate"			A		MESHC:C091533			
A1306		Glycerophosphoric acid			A		CHEBI:15978			
A1307		Glyceryl monooleate			A		MESHC:C005953			
A1308		Glycine			A		CHEBI:15428			
A1309		Glycochenodeoxycholic acid			A		CHEBI:36274			
A1310		Glycocholic acid			A		CHEBI:17687			
A1311		Glycocyamine			A		CHEBI:16344			
A1312		Glycodeoxycholate			A		CHEBI:27471			
A1313		Glycogen			A		CHEBI:28087			
A1314		Glycosaminoglycan			A		CHEBI:18085			
A1315		Glycylsarcosine			A		MESHC:C004194			
A1316		Glycyrrhizin			A		CHEBI:15939			
A1317		Go 6976			A		CHEBI:51913			
A1318		Gold			A		CHEBI:49482			
A1319		"Gonadotropin, chorionic"			A		MESHC:D006063			
A1320		"Gonadotropin, serum"			A					
A1321		Goserelin			A		MESHC:D017273			
A1322		Gts 21			A					
A1323		Guanidine			A		CHEBI:42820			
A1324		"Guanidine, monohydrochloride"			A					
A1325		Guanine			A		CHEBI:16235			
A1326		Guanine-nucleotide-releasing factor			A		MESHC:D020662			
A1327		Guanosine			A		CHEBI:16750			
A1328		"Guanosine 3',5'-bis(diphosphate)"			A		CHEBI:17633			
A1329		Guanosine diphosphate			A		CHEBI:17552			
A1330		Guanosine triphosphate			A		CHEBI:15996			
A1331		"Guanosine-3',5'-cyclic phosphorothioate"			A		MESHC:C017352			
A1332		Gulonic acid			A		CHEBI:24462			
A1333		Gyki 52466			A		MESHC:C061950			
A1334		H 89			A					
A1335		H+			A					
A1336		H2O			A		CHEBI:15377			
A1337		HDL2			A					
A1338		HDL3			A					
A1339		HIV-1			A					
A1340		HK654			A					
A1341		HPV-16			A					
A1342		Halide			A		CHEBI:37578			
A1343		Halofuginone			A		MESHC:C010176			
A1344		Haloperidol			A		CHEBI:5613			
A1345		Halothane			A		CHEBI:5615			
A1346		Harringtonine			A		MESHC:C062500			
A1347		Helenalin			A		MESHC:C001329			
A1348		Helicobacter pylori infection			A					
A1349		Hematin			A		CHEBI:36161			
A1350		Heme			A		CHEBI:30413			
A1351		Heme arginate			A		MESHC:C048849			
A1352		Hemin			A		CHEBI:50385			
A1353		Hemoglobin			A		CHEBI:35143			
A1354		Hemoglobin A			A		MESHC:D006441			
A1355		"Hemolysins O, Streptococcus group A"			A					
A1356		Hemosiderin			A		MESHC:D006485			
A1357		Heparin			A		CHEBI:28304			
A1358		Heparitin sulfate			A		CHEBI:28815			
A1359		Hepatocyte growth factor			A		MESHC:D017228			
A1360		Hepatopoietin			A		MESHC:D017228			
A1361		"Heptanamide, 7-((aminoiminomethyl)amino)-N-((1S)-2-((4-((3-aminopropyl)amino)butyl)amino)-1-hydroxy-2-oxoethyl)-"			A					
A1362		Heptanol			A		MESHC:D019850			
A1363		Herbimycin			A		CHEBI:5674			
A1364		Heregulin beta1			A		MESHC:C087230			
A1365		Herpes simplex virus type 1 protein UL9			A		MESHC:C064565			
A1366		Hesperetin			A		CHEBI:28230			
A1367		Hexadecanal			A		CHEBI:17600			
A1368		Hexamethonium			A		MESHC:D018738			
A1369		Hexamethonium bromide			A					
A1370		Hexamethylene bisacetamide			A		MESHC:C014026			
A1371		Hexamethylene glycol			A		MESHC:C027765			
A1372		Hexanoyl-coenzyme A			A		CHEBI:27540			
A1373		Hg2+			A		CHEBI:16793			
A1374		Higenamine			A		CHEBI:18418			
A1375		High Density Lipoprotein			A		MESHC:D008075			
A1376		Hippuric acid			A		CHEBI:18089			
A1377		Hirudin			A		MESHC:D006629			
A1378		Hispidin			A		CHEBI:36332			
A1379		Histamine			A		CHEBI:18295			
A1380		Histidine			A		CHEBI:27570			
A1381		Histone Deacetylase Inhibitor			A		CHEBI:61115			
A1382		Hla-drb1			A		MESHC:D059811			
A1383		Homocysteic acid			A		MESHC:C007956			
A1384		Homocysteine			A		CHEBI:17230			
A1385		Homocysteine thiolactone			A		CHEBI:60315			
A1386		Homoharringtonine			A		CHEBI:71019			
A1387		Humic acids			A					
A1388		Hyaluronic acid			A		CHEBI:16336			
A1389		Hyaluronidase			A		MESHC:D006821			
A1390		Hydracrylic acid			A		CHEBI:33404			
A1391		Hydralazine			A		CHEBI:5775			
A1392		Hydrazine			A		CHEBI:15571			
A1393		Hydrochloric acid			A		CHEBI:17883			
A1394		Hydrocortisone			A		CHEBI:17650			
A1395		Hydrogen			A		CHEBI:18276			
A1396		Hydrogen bromide			A		CHEBI:47266			
A1397		Hydrogen peroxide			A		CHEBI:16240			
A1398		Hydrogen sulfide			A		CHEBI:16136			
A1399		Hydroquinone			A		CHEBI:17594			
A1400		Hydroxide ion			A		CHEBI:16234			
A1401		Hydroxocobalamin			A		CHEBI:27786			
A1402		Hydroxybutyrate			A		MESHC:D006885			
A1403		Hydroxycitric acid			A		MESHC:C007999			
A1404		Hydroxycoumarin			A		CHEBI:37912			
A1405		Hydroxyflutamide			A		MESHC:C014290			
A1406		Hydroxyl radical			A		CHEBI:29191			
A1407		"Hydroxylamine, N,N-di-tert-butyl-, hydrochloride"			A					
A1408		Hydroxymethylbilane			A		CHEBI:16645			
A1409		Hydroxyprogesterone			A		CHEBI:17252			
A1410		Hydroxyproline			A		CHEBI:24741			
A1411		Hydroxyurea			A		CHEBI:44423			
A1412		Hyperforin			A		CHEBI:5834			
A1413		Hypochlorous acid			A		CHEBI:24757			
A1414		Hypoxanthine			A		CHEBI:17368			
A1415		IBMQ			A					
A1416		IC542			A					
A1417		IC87114			A		MESHC:C477872			
A1418		ICG-001			A		MESHC:C492448			
A1419		ICI D1694			A					
A1420		IDN-6556			A					
A1421		IKK2 inhibitor			A					
A1422		INCB3619			A		MESHC:C513090			
A1423		INCB4298			A					
A1424		INCB8765			A					
A1425		IP 10			A					
A1426		IQ			A					
A1427		Iberiotoxin			A		MESHC:C064719			
A1428		Ibrolipim			A					
A1429		Icatibant			A		CHEBI:68556			
A1430		Ici 118551			A		CHEBI:73289			
A1431		Ici 153110			A		MESHC:C064747			
A1432		Ici 164384			A		MESHC:C051781			
A1433		Icosapent			A		CHEBI:28364			
A1434		IgE			A		MESHC:D007073			
A1435		Illudin S			A		MESHC:C008105			
A1436		Ilomastat			A		MESHC:C119203			
A1437		Iloprost			A		CHEBI:63916			
A1438		Imatinib			A		CHEBI:45783			
A1439		Imatinib mesylate			A		CHEBI:31690			
A1440		Imidaprilat			A		MESHC:C078006			
A1441		Imipramine			A		CHEBI:47499			
A1442		Imiquimod			A		CHEBI:36704			
A1443		Immucillin-H			A		CHEBI:43362			
A1444		Immunoglobulin A			A		MESHC:D007070			
A1445		Immunoglobulin G (285-292)			A		MESHC:C089625			
A1446		Immunoglobulins			A		MESHC:D007136			
A1447		"Immunoglobulins, G"			A					
A1448		Impact			A					
A1449		Importin			A					
A1450		"Indeno(1,2,3-cd)pyrene"			A		MESHC:C041508			
A1451		Indigo			A					
A1452		Indinavir			A		CHEBI:44032			
A1453		Indirubin			A		MESHC:C027185			
A1454		Indole-3-carbinol			A		CHEBI:24814			
A1455		Indoleacetaldehyde			A		CHEBI:24823			
A1456		Indolidan			A		MESHC:C050325			
A1457		Indomethacin			A		CHEBI:49662			
A1458		Infliximab			A		MESHC:C108577			
A1459		Inhibin			A		MESHC:D007265			
A1460		Inogatran			A		MESHC:C099871			
A1461		Inosine			A		CHEBI:17596			
A1462		Inosine monophosphate			A		CHEBI:17202			
A1463		Inositol			A		CHEBI:24848			
A1464		"Inositol 1,4,5-triphosphorothioate"			A		MESHC:C054737			
A1465		"Inositol 1,4,5-trisphosphate"			A		CHEBI:16595			
A1466		"Inositol 1,4-bis(phosphate)"			A		MESHC:C044259			
A1467		Inositol 2-monophosphate			A		CHEBI:62383			
A1468		"Inositol 3,4-bisphosphate"			A		CHEBI:28858			
A1469		"Inositol 4,5-bisphosphate"			A		MESHC:C066454			
A1470		Inositol hexasulfate			A		MESHC:C013063			
A1471		Inositol pentaphosphate			A		MESHC:C013571			
A1472		"Inositol-1,3,4,5-tetrakisphosphate"			A		MESHC:C081655			
A1473		"Inositol-1,4,5,6-tetrakisphosphate"			A		MESHC:C081651			
A1474		"Inositol-3,4,5,6-tetrakisphosphate"			A		MESHC:C081652			
A1475		Insulin			A		CHEBI:5931			
A1476		Insulin-like growth factor I			A		MESHC:D007334			
A1477		Interferon			A		MESHC:D007372			
A1478		Interferon alfa-2a			A		MESHC:C554043			
A1479		"Interferon gamma, cys(-3), tyr(-2), cys(-1)-"			A		MESHC:C052220			
A1480		Interferon-alpha			A		MESHC:D016898			
A1481		Interleukin 1			A		MESHC:D007375			
A1482		Interleukin-12			A		MESHC:D018664			
A1483		Interleukin-2			A		MESHC:D007376			
A1484		Intermediate Density Lipoprotein			A		MESHC:D053419			
A1485		Involucrin			A		MESHC:C032253			
A1486		Iodine			A		CHEBI:24859			
A1487		Iodoacetamide			A		MESHC:D007460			
A1488		Iodocyanopindolol			A		CHEBI:73370			
A1489		Iodotyrosine			A		CHEBI:24865			
A1490		Ionomycin			A		CHEBI:63954			
A1491		Irbesartan			A		CHEBI:5959			
A1492		Irinotecan			A		MESHC:C051890			
A1493		Iron			A		CHEBI:18248			
A1494		"Iron, ion (Fe3+)"			A					
A1495		"Iron, ion(Fe 2+)"			A					
A1496		Isethionic acid			A		CHEBI:1157			
A1497		Isis 5132			A		MESHC:C099587			
A1498		Isocaproic aldehyde			A					
A1499		Isocitric acid			A		CHEBI:30887			
A1500		Isoflavone			A		CHEBI:18220			
A1501		Isoflurane			A		CHEBI:6015			
A1502		Isoflurophate			A		CHEBI:17941			
A1503		Isoleucine			A		CHEBI:24898			
A1504		Isomazole			A					
A1505		Isopentenyl pyrophosphate			A		CHEBI:16584			
A1506		Isopropyl alcohol			A		CHEBI:17824			
A1507		Isopropyl sulfide			A					
A1508		Isoproterenol			A		CHEBI:64317			
A1509		Isosorbide dinitrate			A		CHEBI:6061			
A1510		Isotretinoin			A		CHEBI:6067			
A1511		Itavastatin			A		MESHC:C108475			
A1512		JNK inhibitor			A					
A1513		JP 8 jet fuel			A					
A1514		KN 62			A		MESHC:C063302			
A1515		KN 93			A		MESHC:C072105			
A1516		KT 5720			A		MESHC:C057416			
A1517		KU-55933			A					
A1518		KU0058948			A		MESHC:C506932			
A1519		Kainic acid			A		CHEBI:31746			
A1520		Kallidin			A		MESHC:D007609			
A1521		Kaolin			A		MESHC:D007616			
A1522		Kempferol			A		CHEBI:28499			
